detalle_id,pedido_id,producto_id,cantidad,subtotal
453,154,13,14,6580.0
454,155,11,4,1280.0
455,155,13,1,470.0
456,155,2,2,560.0
457,155,7,3,1230.0
458,156,2,4,1120.0
459,156,9,2,720.0
460,156,4,6,1860.0
461,157,1,1,450.0
462,157,14,1,440.0
463,157,3,1,520.0
464,157,4,5,1550.0
465,158,20,1,460.0
466,158,14,2,880.0
467,158,4,2,620.0
468,158,2,2,560.0
469,158,9,3,1080.0
470,159,11,9,2880.0
471,159,18,6,2100.0
472,159,19,1,580.0
473,159,4,5,1550.0
474,159,16,4,1960.0
475,160,20,4,1840.0
476,160,8,3,1170.0
477,160,6,5,1200.0
478,160,13,2,940.0
479,160,5,8,3040.0
480,161,9,4,1440.0
481,161,12,13,5460.0
482,162,13,5,2350.0
483,162,1,1,450.0
484,162,8,4,1560.0
485,162,17,6,2400.0
486,163,19,5,2900.0
487,163,1,3,1350.0
488,163,11,3,960.0
489,163,13,1,470.0
490,163,20,7,3220.0
491,164,4,7,2170.0
492,164,5,2,760.0
493,164,17,6,2400.0
494,165,8,2,780.0
495,165,11,1,320.0
496,165,20,3,1380.0
497,165,5,5,1900.0
498,166,13,5,2350.0
499,166,15,1,550.0
500,166,4,1,310.0
501,166,8,2,780.0
502,166,20,5,2300.0
503,167,3,3,1560.0
504,167,9,2,720.0
505,167,13,1,470.0
506,167,18,1,350.0
507,167,6,7,1680.0
508,168,8,2,780.0
509,168,2,2,560.0
510,168,1,1,450.0
511,168,6,1,240.0
512,168,9,4,1440.0
513,169,16,8,3920.0
514,169,8,5,1950.0
515,169,18,2,700.0
516,169,5,8,3040.0
517,170,16,4,1960.0
518,170,1,3,1350.0
519,170,15,2,1100.0
520,170,8,6,2340.0
521,171,6,7,1680.0
522,171,9,1,360.0
523,171,17,6,2400.0
524,172,19,13,7540.0
525,173,13,1,470.0
526,173,7,3,1230.0
527,173,15,5,2750.0
528,174,5,9,3420.0
529,174,7,5,2050.0
530,174,6,5,1200.0
531,174,3,5,2600.0
532,175,1,7,3150.0
533,175,3,9,4680.0
534,176,10,5,2400.0
535,176,19,2,1160.0
536,176,15,2,1100.0
537,176,11,1,320.0
538,176,18,6,2100.0
539,177,20,3,1380.0
540,177,11,3,960.0
541,177,15,4,2200.0
542,177,10,10,4800.0
543,178,10,7,3360.0
544,179,5,18,6840.0
545,180,18,22,7700.0
546,181,1,4,1800.0
547,181,19,2,1160.0
548,181,15,8,4400.0
549,182,14,13,5720.0
550,183,14,5,2200.0
551,183,13,4,1880.0
552,183,5,4,1520.0
553,183,19,4,2320.0
554,184,13,1,470.0
555,184,1,1,450.0
556,184,8,1,390.0
557,184,3,1,520.0
558,184,19,1,580.0
559,185,1,2,900.0
560,185,7,2,820.0
561,185,11,4,1280.0
562,186,3,2,1040.0
563,187,5,2,760.0
564,187,19,1,580.0
565,187,17,5,2000.0
566,188,3,1,520.0
567,188,1,2,900.0
568,188,18,5,1750.0
569,189,7,1,410.0
570,189,20,7,3220.0
571,190,8,5,1950.0
572,191,14,7,3080.0
573,192,8,2,780.0
574,192,1,1,450.0
575,192,4,1,310.0
576,192,16,2,980.0
577,193,19,1,580.0
578,193,2,2,560.0
579,193,1,2,900.0
580,193,11,5,1600.0
581,194,6,4,960.0
582,194,3,3,1560.0
583,195,7,1,410.0
584,195,12,1,420.0
585,195,19,1,580.0
586,195,17,4,1600.0
587,196,1,2,900.0
588,196,6,2,480.0
589,196,4,1,310.0
590,196,11,1,320.0
591,196,19,2,1160.0
592,197,20,3,1380.0
593,197,13,1,470.0
594,197,19,3,1740.0
595,198,10,2,960.0
596,198,17,1,400.0
597,198,4,2,620.0
598,198,15,1,550.0
599,198,20,1,460.0
600,199,4,2,620.0
601,199,2,9,2520.0
602,200,4,7,2170.0
603,201,7,8,3280.0
604,202,13,2,940.0
605,202,14,1,440.0
606,202,3,2,1040.0
607,203,2,8,2240.0
608,204,14,1,440.0
609,204,11,1,320.0
610,204,5,1,380.0
611,204,16,1,490.0
612,204,1,1,450.0
613,205,15,1,550.0
614,205,4,1,310.0
615,205,1,1,450.0
616,205,3,3,1560.0
617,206,14,8,3520.0
618,207,5,1,380.0
619,207,2,1,280.0
620,207,10,1,480.0
621,207,14,2,880.0
622,208,9,3,1080.0
623,208,3,1,520.0
624,208,8,1,390.0
625,208,14,3,1320.0
626,209,16,2,980.0
627,209,1,1,450.0
628,209,20,2,920.0
629,210,14,1,440.0
630,210,10,1,480.0
631,210,2,1,280.0
632,210,5,1,380.0
633,210,17,1,400.0
634,211,11,11,3520.0
635,212,11,1,320.0
636,212,16,1,490.0
637,212,7,5,2050.0
638,213,12,7,2940.0
639,214,8,1,390.0
640,214,19,1,580.0
641,214,14,1,440.0
642,215,15,2,1100.0
643,215,16,2,980.0
644,215,1,3,1350.0
645,216,12,8,3360.0
646,217,15,1,550.0
647,218,17,1,400.0
648,218,13,1,470.0
649,218,9,6,2160.0
650,219,5,2,760.0
651,219,12,1,420.0
652,219,9,3,1080.0
653,220,13,1,470.0
654,220,8,1,390.0
655,220,5,1,380.0
656,220,4,1,310.0
657,220,3,1,520.0
658,221,7,2,820.0
659,221,10,1,480.0
660,221,13,1,470.0
661,221,14,1,440.0
662,221,9,1,360.0
663,222,8,1,390.0
664,222,13,1,470.0
665,222,15,1,550.0
666,222,12,1,420.0
667,222,17,1,400.0
668,223,8,1,390.0
669,223,6,7,1680.0
670,224,4,3,930.0
671,224,8,1,390.0
672,224,14,1,440.0
673,224,5,1,380.0
674,224,6,4,960.0
675,225,5,1,380.0
676,225,6,1,240.0
677,225,16,1,490.0
678,225,20,1,460.0
679,226,3,1,520.0
680,226,4,5,1550.0
681,227,6,4,960.0
682,228,11,2,640.0
683,228,6,1,240.0
684,228,20,1,460.0
685,228,15,2,1100.0
686,229,4,3,930.0
687,229,5,3,1140.0
688,230,10,1,480.0
689,230,11,1,320.0
690,230,3,1,520.0
691,230,20,1,460.0
692,231,9,5,1800.0
693,232,5,52,19760.0
694,233,13,12,5640.0
695,233,9,5,1800.0
696,233,1,3,1350.0
697,233,2,5,1400.0
698,233,14,12,5280.0
699,234,15,6,3300.0
700,234,14,40,17600.0
701,235,18,21,7350.0
702,235,8,8,3120.0
703,235,20,26,11960.0
704,236,3,9,4680.0
705,236,6,12,2880.0
706,236,1,11,4950.0
707,237,5,11,4180.0
708,237,4,6,1860.0
709,237,16,8,3920.0
710,237,3,2,1040.0
711,237,15,7,3850.0
712,238,8,10,3900.0
713,238,5,7,2660.0
714,238,6,18,4320.0
715,238,14,10,4400.0
716,238,19,12,6960.0
717,239,19,6,3480.0
718,239,7,12,4920.0
719,240,6,10,2400.0
720,240,17,28,11200.0
721,241,1,13,5850.0
722,241,7,32,13120.0
723,242,1,9,4050.0
724,242,14,10,4400.0
725,242,6,11,2640.0
726,242,19,18,10440.0
727,243,3,10,5200.0
728,243,10,5,2400.0
729,243,6,18,4320.0
730,243,19,18,10440.0
731,244,19,18,10440.0
732,244,15,3,1650.0
733,244,16,5,2450.0
734,244,8,5,1950.0
735,244,9,21,7560.0
736,245,16,9,4410.0
737,245,11,8,2560.0
738,245,13,4,1880.0
739,245,18,2,700.0
740,245,1,7,3150.0
741,246,6,32,7680.0
742,246,8,5,1950.0
743,246,19,5,2900.0
744,246,14,14,6160.0
745,247,5,8,3040.0
746,247,10,3,1440.0
747,247,6,7,1680.0
748,247,11,7,2240.0
749,248,2,19,5320.0
750,248,9,15,5400.0
751,248,19,3,1740.0
752,248,1,14,6300.0
753,249,8,23,8970.0
754,249,3,24,12480.0
755,250,3,6,3120.0
756,250,18,54,18900.0
757,251,10,11,5280.0
758,251,9,6,2160.0
759,251,5,3,1140.0
760,251,7,9,3690.0
761,252,4,68,21080.0
762,253,4,14,4340.0
763,253,19,4,2320.0
764,253,11,6,1920.0
765,253,17,4,1600.0
766,253,10,5,2400.0
767,254,16,43,21070.0
768,255,7,8,3280.0
769,255,6,3,720.0
770,255,15,1,550.0
771,255,13,1,470.0
772,255,11,11,3520.0
773,256,14,6,2640.0
774,256,17,2,800.0
775,256,11,2,640.0
776,256,8,6,2340.0
777,257,1,3,1350.0
778,257,20,9,4140.0
779,258,3,3,1560.0
780,258,5,4,1520.0
781,258,20,5,2300.0
782,258,19,5,2900.0
783,259,11,6,1920.0
784,259,14,16,7040.0
785,260,18,2,700.0
786,260,8,6,2340.0
787,261,1,4,1800.0
788,261,2,24,6720.0
789,262,10,3,1440.0
790,262,7,3,1230.0
791,262,5,11,4180.0
792,263,17,5,2000.0
793,263,2,5,1400.0
794,263,19,8,4640.0
795,264,17,4,1600.0
796,264,9,1,360.0
797,264,1,1,450.0
798,264,6,1,240.0
799,264,16,2,980.0
800,265,8,20,7800.0
801,266,10,3,1440.0
802,266,19,1,580.0
803,266,12,2,840.0
804,266,4,6,1860.0
805,266,9,8,2880.0
806,267,15,6,3300.0
807,267,6,10,2400.0
808,267,1,2,900.0
809,267,14,1,440.0
810,267,3,3,1560.0
811,268,16,3,1470.0
812,268,12,1,420.0
813,268,20,10,4600.0
814,269,20,5,2300.0
815,269,10,4,1920.0
816,269,8,4,1560.0
817,269,5,6,2280.0
818,270,16,4,1960.0
819,270,19,11,6380.0
820,271,11,2,640.0
821,271,17,10,4000.0
822,272,20,17,7820.0
823,273,3,12,6240.0
824,274,6,5,1200.0
825,274,16,2,980.0
826,274,19,1,580.0
827,274,18,1,350.0
828,274,3,1,520.0
829,275,12,1,420.0
830,275,8,3,1170.0
831,275,20,1,460.0
832,275,15,2,1100.0
833,276,6,11,2640.0
834,276,9,4,1440.0
835,276,5,12,4560.0
836,277,8,27,10530.0
837,278,6,38,9120.0
838,279,15,9,4950.0
839,279,2,18,5040.0
840,279,18,8,2800.0
841,279,9,19,6840.0
842,280,8,13,5070.0
843,280,17,7,2800.0
844,280,20,3,1380.0
845,280,2,2,560.0
846,280,19,4,2320.0
847,281,18,9,3150.0
848,281,15,3,1650.0
849,281,8,1,390.0
850,281,10,5,2400.0
851,282,17,18,7200.0
852,282,7,5,2050.0
853,282,5,3,1140.0
854,282,16,15,7350.0
855,283,20,11,5060.0
856,283,3,32,16640.0
857,284,7,11,4510.0
858,284,11,61,19520.0
859,285,19,16,9280.0
860,286,8,9,3510.0
861,286,20,5,2300.0
862,286,17,37,14800.0
863,287,19,12,6960.0
864,287,1,12,5400.0
865,287,17,4,1600.0
866,287,12,7,2940.0
867,287,6,32,7680.0
868,288,4,37,11470.0
869,289,14,5,2200.0
870,289,3,4,2080.0
871,289,4,4,1240.0
872,289,12,7,2940.0
873,290,13,10,4700.0
874,290,9,13,4680.0
875,290,4,8,2480.0
876,290,5,34,12920.0
877,291,4,15,4650.0
878,291,9,18,6480.0
879,291,5,7,2660.0
880,291,17,24,9600.0
881,292,15,10,5500.0
882,292,19,5,2900.0
883,292,10,3,1440.0
884,292,17,26,10400.0
885,293,7,15,6150.0
886,293,16,37,18130.0
887,294,14,20,8800.0
888,294,15,4,2200.0
889,294,5,10,3800.0
890,294,18,3,1050.0
891,294,2,17,4760.0
892,295,4,11,3410.0
893,295,10,1,480.0
894,295,15,8,4400.0
895,296,17,11,4400.0
896,296,14,3,1320.0
897,296,12,1,420.0
898,296,4,4,1240.0
899,296,8,6,2340.0
900,297,13,15,7050.0
901,297,16,7,3430.0
902,297,20,2,920.0
903,297,19,2,1160.0
904,297,10,9,4320.0
905,298,19,6,3480.0
906,298,14,22,9680.0
907,299,10,14,6720.0
908,299,11,31,9920.0
909,300,18,8,2800.0
910,300,11,28,8960.0
911,301,7,1,410.0
912,301,10,1,480.0
913,301,15,1,550.0
914,302,4,1,310.0
915,302,8,1,390.0
916,302,17,1,400.0
917,302,16,1,490.0
918,303,15,1,550.0
919,303,19,1,580.0
920,304,1,1,450.0
921,304,10,1,480.0
922,304,8,3,1170.0
923,305,15,2,1100.0
924,305,17,2,800.0
925,305,10,4,1920.0
926,306,18,1,350.0
927,306,19,1,580.0
928,306,16,1,490.0
929,307,12,4,1680.0
930,308,1,1,450.0
931,308,9,1,360.0
932,308,4,1,310.0
933,308,7,1,410.0
934,309,20,3,1380.0
935,309,19,1,580.0
936,309,14,1,440.0
937,309,1,2,900.0
938,310,9,1,360.0
939,310,3,3,1560.0
940,311,1,2,900.0
941,311,18,2,700.0
942,311,16,1,490.0
943,311,6,1,240.0
944,311,2,5,1400.0
945,312,13,8,3760.0
946,313,4,5,1550.0
947,313,20,4,1840.0
948,314,14,1,440.0
949,314,7,2,820.0
950,314,10,2,960.0
951,314,2,1,280.0
952,314,16,3,1470.0
953,315,9,3,1080.0
954,315,4,3,930.0
955,315,17,1,400.0
956,315,10,2,960.0
957,316,2,1,280.0
958,316,7,1,410.0
959,316,4,2,620.0
960,316,19,1,580.0
961,317,18,1,350.0
962,317,3,1,520.0
963,317,2,4,1120.0
964,318,5,24,9120.0
965,318,3,5,2600.0
966,318,15,17,9350.0
967,319,6,31,7440.0
968,319,7,13,5330.0
969,319,3,6,3120.0
970,319,9,19,6840.0
971,320,4,8,2480.0
972,320,15,4,2200.0
973,320,1,2,900.0
974,320,2,5,1400.0
975,320,14,9,3960.0
976,321,13,14,6580.0
977,321,4,7,2170.0
978,321,9,21,7560.0
979,322,15,9,4950.0
980,322,8,12,4680.0
981,322,5,6,2280.0
982,322,3,8,4160.0
983,322,19,9,5220.0
984,323,1,46,20700.0
985,324,17,7,2800.0
986,324,4,12,3720.0
987,324,3,5,2600.0
988,324,5,8,3040.0
989,324,9,15,5400.0
990,325,5,38,14440.0
991,326,16,19,9310.0
992,326,18,10,3500.0
993,326,17,4,1600.0
994,326,12,20,8400.0
995,327,15,8,4400.0
996,327,6,72,17280.0
997,328,6,24,5760.0
998,329,4,4,1240.0
999,329,11,7,2240.0
1000,329,10,3,1440.0
1001,329,19,2,1160.0
1002,329,3,3,1560.0
1003,330,19,7,4060.0
1004,331,11,10,3200.0
1005,332,6,10,2400.0
1006,332,12,4,1680.0
1007,332,15,2,1100.0
1008,332,20,2,920.0
1009,332,2,9,2520.0
1010,333,2,7,1960.0
1011,333,6,3,720.0
1012,333,20,1,460.0
1013,333,7,2,820.0
1014,333,4,9,2790.0
1015,334,7,7,2870.0
1016,334,4,2,620.0
1017,334,16,1,490.0
1018,334,14,6,2640.0
1019,335,6,8,1920.0
1020,335,3,4,2080.0
1021,335,14,4,1760.0
1022,335,12,7,2940.0
1023,336,17,3,1200.0
1024,336,8,2,780.0
1025,336,5,8,3040.0
1026,337,12,4,1680.0
1027,337,3,1,520.0
1028,337,14,12,5280.0
1029,338,9,2,720.0
1030,338,10,2,960.0
1031,338,8,2,780.0
1032,338,4,1,310.0
1033,338,7,3,1230.0
1034,339,3,1,520.0
1035,339,11,8,2560.0
1036,340,14,5,2200.0
1037,340,19,7,4060.0
1038,340,1,4,1800.0
1039,340,18,16,5600.0
1040,341,3,42,21840.0
1041,342,6,10,2400.0
1042,342,20,2,920.0
1043,342,13,1,470.0
1044,342,14,1,440.0
1045,342,8,9,3510.0
1046,343,4,43,13330.0
1047,344,15,8,4400.0
1048,344,18,28,9800.0
1049,345,13,4,1880.0
1050,345,11,11,3520.0
1051,345,3,1,520.0
1052,345,18,12,4200.0
1053,346,4,49,15190.0
1054,347,8,28,10920.0
1055,348,18,13,4550.0
1056,348,4,20,6200.0
1057,349,8,4,1560.0
1058,349,11,7,2240.0
1059,349,5,6,2280.0
1060,349,13,2,940.0
1061,349,1,8,3600.0
1062,350,6,10,2400.0
1063,350,8,3,1170.0
1064,350,18,15,5250.0
1065,351,12,15,6300.0
1066,351,20,35,16100.0
1067,352,11,14,4480.0
1068,352,1,5,2250.0
1069,352,16,6,2940.0
1070,352,13,23,10810.0
1071,353,2,32,8960.0
1072,354,16,10,4900.0
1073,354,5,17,6460.0
1074,354,8,8,3120.0
1075,354,1,16,7200.0
1076,355,6,12,2880.0
1077,355,5,4,1520.0
1078,355,10,3,1440.0
1079,355,20,3,1380.0
1080,355,7,8,3280.0
1081,356,16,31,15190.0
1082,357,12,31,13020.0
1083,358,13,41,19270.0
1084,359,11,29,9280.0
1085,359,14,6,2640.0
1086,359,13,4,1880.0
1087,359,10,4,1920.0
1088,359,6,29,6960.0
1089,360,19,7,4060.0
1090,360,5,12,4560.0
1091,360,11,8,2560.0
1092,360,16,8,3920.0
1093,361,13,11,5170.0
1094,361,10,10,4800.0
1095,361,19,5,2900.0
1096,361,17,24,9600.0
1097,362,4,12,3720.0
1098,362,15,16,8800.0
1099,363,11,3,960.0
